342,S16-CH-1003,"Bumper - Mounting Bracket, Side V2.0A",K. Dominguez,02/04/16,,
343,S16-CH-1004,"Bumper - Mounting Bracket, Side V2.1A",K. Dominguez,02/04/16,,
344,S16-CH-2016,Chassis - Support Bar - Aft,K. Dominguez,02/05/16,,
345,S16-CH-2017,Chassis - Base Plate - Corner,K. Dominguez,02/05/16,,
346,S16-WG-1001,Wedgie Cover Plate,B. Long,02/05/16,,
347,S16-WG-1002,Wedgie Side,S. Tefera,02/05/16,,
348,S16-WG-0002,Wedgie,B. Long,02/05/16,,
349,S16-CH-2018,Rear Cross Support,K. Dominguez,02/05/16,,
350,S16-CH-3002,Bumper - Mount Spacer Block,P. DeVries,02/05/16,,
351,S16-CH-1005,Chassis - Mid Support Beam,K. Dominguez,02/05/16,,
352,S16-WG-2001,Wedgie Cross Piece,L. Furlong,02/06/16,,
353,S16-WG-3001,Guide tube mounting support,P. DeVries,02/05/16,,Was P.Deveries
354,S16-WG-1003,Mounting Plate,L. Furlong,02/05/16,,
355,S16-WG-2002,Elevator Bar (80/20),C. Granch,02/06/16,,
356,S16-WG-2003,Lock Mount,C. Dominik,02/06/16,,
357,S16-WG-0003,Breacher - Elevator Assy,C. Granch,02/06/16,,
358,S16-WG-4001,"Breacher - Elevator Slide, Bottom",C. Granch,02/06/16,,
359,S16-WG-4002,"Breacher - Elevator Slide, Side",C. Granch,02/06/16,,
360,S16-WG-2004,Breacher - Elevator Life Housing,C. Granch,02/06/16,,
361,S16-WG-2005,Breacher - Lift Motor Mount,C. Granch,02/06/16,,
362,S16-WH-2001,Wheels - Tread,K. Dominguez,02/07/16,,
363,S16-ER-0002,Entire Robot V2.0,K. Dominguez,02/07/16,,
364,S16-SH-1013,Shooter - Intercostal,P. DeVries,02/07/16,,
365,S16-WG-0004,Breacher - Lift w/Wedge,C. Dominik,02/07/16,,
366,S16-SH-0002,Shooter - Assy V1.0,P. DeVries,01/29/16,,
367,S16-SH-1014,Shooter - Ball Guide V3.0,K. Dominguez,02/07/16,,
368,S16-SH-0003,Shooter - Assy V3.0,K. Dominguez,02/07/16,,
369,S16-SH-1015,"Shooter - Motor and Wheel Mount, A",K. Dominguez,02/07/16,,
370,S16-SH-1016,"Shooter - Motor and Wheel Mount, B",K. Dominguez,02/07/16,,
371,S16-WG-1004,Elivator Top,C. Dominik,02/07/16,,
372,S16-WG-2006,Support Tube,C. Dominik,02/07/16,,
373,S16-WG-2007,Support Channel,C. Dominik,02/07/16,,
374,S16-WG-2008,Elevator Brace,C. Dominik,02/07/16,,
375,S16-SH-1017,Shooter - Wheel Mount Intercostal,K. Dominguez,02/07/16,,
376,S16-SH-1018,Shooter - Wheel Guide Intercostal,K. Dominguez,02/08/16,,
377,S16-SH-2006,Shooter - Brace Hex Bar,K. Dominguez,02/09/16,,
378,S16-SH-2007,Shooter - Wheel Mount Bar,K. Dominguez,02/09/16,,
379,S16-SH-1019,"Shooter - Wheel Mount Intercostal, Mid",K. Dominguez,02/09/16,,
380,S16-SH-1020,Shooter - Wheel Guide Doubler,K. Dominguez,02/09/16,,
381,S16-WG-1005,Breacher - Wedge,K. Dominguez,02/09/16,,
382,S16-WG-1006,Breacher - Wedge V3.0,K. Dominguez,02/09/16,,
383,S16-BB-1001,ball guide holder,B. Long,02/09/16,,
384,S16-WG-4003,rubber wedgie pad,S. Tefera,02/09/16,,
385,S16-WG-4004,lock-1,R. Carranza,02/09/16,,
386,S16-WG-4005,lock-2,R. Carranza,02/12/16,,
387,S16-WH-3001,Wheel - Hub Spacer,L. Furlong,02/13/16,,
388,S16-WG-2009,Elevator - Side Support Beam,S. Wang,02/12/16,,
389,S16-WG-2010,Elevator - 80/20 Mount Bracket,S. Wang,02/13/16,,
390,S16-CH-3003,Chassis - Wheel Hub Spacer,L. Furlong,02/13/16,,
391,S16-WG-2011,Breacher - Elevator Guide,K. Dominguez,02/14/16,,
392,S16-CH-2019,Chassis - Elevator Support Beam,K. Dominguez,02/14/16,,
393,S16-WG-1007,Breacher - Support Beam Bracket,K. Dominguez,02/14/16,,
394,S16-CH-1006,Chassis - Eleveator Support Beam Tie-In Bracket,K. Dominguez,02/14/16,,
395,S16-WG-2012,Breacher - Elevator Support,K. Dominguez,02/14/16,,
396,S16-WG-2013,Breacher - Bail Bar Support,K. Dominguez,02/16/16,,
397,S16-WG-2014,Breacher - Wedgie Tooth,C. Dominik,02/16/16,,
398,S16-BB-1002,PNEUMATIC FLANGE,C. Dominik,02/18/16,,
399,S16-BB-1003,DEAD PART,C. Dominik,02/18/16,,
400,S16-BB-1004,PNEUMATC MOUNT - OLD,C. Dominik,02/18/16,,
401,S16-BB-1005,BALL GUIDE,C. Dominik,02/18/16,,
402,S16-BB-1006,BALL GUIDE,C. Dominik,02/18/16,,
403,S16-CH-3004,Chassis - Transverse Member Plug,K. Dominguez,02/19/16,,
404,S16-CH-3005,Chassis - Random Plug,U. Unknown,02/19/16,,
405,S16-CH-3006,"Chassis - Evlevator Mount Plug, Left",K. Dominguez,02/19/16,,
406,S16-CH-3007,"Chassis - Evlevator Mount Plug, Right",K. Dominguez,02/19/16,,
407,S16-CH-1007,"Chassis - Pneumatics Mount Plate, Left",C. Dominik,02/19/16,,
408,S16-CH-1008,Chassis - Bailer Bar Mount,C. Dominik,02/19/16,,
409,S16-CH-1009,Chassis - Bailer Bar Mount V2.0,C. Dominik,02/19/16,,
410,S16-CH-1010,"Chassis - Pneumatics Mount Plate, Right",C. Dominik,02/19/16,,
411,S16-WG-2015,"Breacher - Elevator Support, Right",K. Dominguez,02/19/16,,
412,S16-WG-2016,Breacher - Rear Vertical Bar,K. Dominguez,02/19/16,,
413,S16-CH-5001,"Bumper - Bumper Backboard, 1",S. Tefera,02/19/16,,
414,S16-CH-5002,"Bumper - Bumper Backboard, 2",S. Tefera,02/19/16,,
415,S16-CH-2020,Bumper - Bumper Mount Rail 1,C. Dominik,02/19/16,,
416,S16-CH-2021,Bumper - Bumper Mount Rail 2,C. Dominik,02/19/16,,
417,S16-CH-9001,Bumper - Bumper Noodels,C. Dominik,02/19/16,,
418,S16-CH-0008,Bumper - Bumper Assy,C. Dominik,02/19/16,,
419,S16-WG-0005,Breacher - Wedgie Assy V3,K. Dominguez,02/19/16,,
420,S16-WG-1008,Breacher - Elevator Support Bracket,K. Dominguez,02/19/16,,
421,S16-WG-1009,Breacher - Wedgie Top Plate,K. Dominguez,02/19/16,,
422,S16-CH-1011,CLIMBER SUPPORT BAR MOUNT,K. Dominguez,02/20/16,,
423,S16-WG-2017,TOP PLATE ATTACHMENT 1,B. Long,02/20/16,,
424,S16-WG-2018,TOP PLATE ATTACHMENT 2,S. Wang,02/20/16,,
425,S16-WG-2019,TOP PLATE ATTACHENT 3,B. Long,02/20/16,,
426,S16-WG-1010,TOP PLATE MOUNT 4,C. Dominik,02/20/16,,
427,S16-CH-1012,"Bumper - FWD Mounting Bracket, Exterior, Left",K. Dominguez,02/20/16,,
428,S16-WG-2020,TOP PLATE ATTACHMENT 5,B. Long,02/20/16,,
429,S16-SH-1021,INNER SHOOTER BALL GUIDE,S. Wang,02/20/16,,
430,S16-WG-4006,Breacher - Elevator Side Bushing,C. Dominik,02/22/16,,
431,S16-WG-4007,Breacher - Elevator Slide Bushing,C. Dominik,02/22/16,,
432,S16-BB-3001,bailbar motor spacer,S. Tefera,02/27/16,,
433,S16-CL-2001,delivery arm,C. Dominik,02/29/16,,
434,S16-CL-2002,Flipping Arm,C. Dominik,02/29/16,,
435,S16-CL-3001,Sliding Release,C. Dominik,02/29/16,,
436,S16-CL-1001,Climbing Hook,C. Dominik,02/29/16,,
437,S16-CL-0001,climber arm,C. Dominik,02/29/16,,
438,S16-CL-1002,Axel Mount,C. Dominik,02/29/16,,
439,S16-CL-2003,Axel,C. Dominik,02/29/16,,
440,S16-CL-3002,arm to axel mount,C. Dominik,02/29/16,,
441,S16-CL-2004,support bar,C. Dominik,03/01/16,,
442,S16-CL-1003,window motor mount,C. Dominik,03/01/16,,
443,S16-CH-1013,"Bumper - FWD Mounting Bracket, Interior, Left",K. Dominguez,03/04/16,,
444,S16-CH-3008,Bumper - Mount Plug,K. Dominguez,03/05/16,,
445,S16-CH-1014,"Bumper - FWD Mounting Bracket, Interior, Right",K. Dominguez,03/05/16,,
446,S16-CH-1015,"Bumper - FWD Mounting Bracket, Exterior, Right",K. Dominguez,03/05/16,,
447,S16-CH-0009,"Bumper - Bumpers, Right Side",K. Dominguez,03/05/16,,
448,S16-DS-0001,Driver Station - Long Beach Assy,B. Long,03/05/16,,
449,S16-DS-0002,Driver Station - Las Vegas,B. Long,03/05/16,,
450,S16-DS-2001,Driver Station - LB - Laptop Front/Back,B. Long,03/05/16,,
451,S16-DS-1001,"Driver Station - LB - Laptop Holder, Sides",B. Long,03/05/16,,
452,S16-WG-3002,Electronics - Limit Switch Holder,R. Carranza,03/05/16,,
453,S16-DS-3001,"Driver Station - LB - Remote Control Holder, Top",B. Long,03/05/16,,
454,S16-DS-3002,"Driver Station - LB - Remote Control Holder, Bottom",B. Long,03/05/16,,
455,S16-DS-2002,Driver Station - LB - Router Holder,B. Long,03/05/16,,
456,S16-SH-2008,Shooter - Wall Brace Bar,C. Dominik,03/05/16,,
457,S16-EL-0001,Electronics Assy,K. Dominguez,03/05/16,,
458,S16-EL-2001,Electronics - Mounting Board,K. Dominguez,03/05/16,,
459,S16-WG-1011,Breacher - Wedge Lock,C. Dominik,03/05/16,,
460,S16-BB-1007,Bail Bar - Hard Stop,B. Long,03/17/16,,
461,S16-CH-4002,Chassis - Pneumatic Extender,B. Long,03/17/16,,
462,S16-SH-1022,"Shooter - Motor and Wheel Mount, A, v3",K. Dominguez,03/21/16,,
463,S16-SH-0004,Shooter - Production Assy,K. Dominguez,03/21/16,,
464,S16-SH-1023,"Shooter - Motor and Wheel Mount, A, V4",K. Dominguez,03/21/16,,
465,S16-SH-1024,Shooter - Pully Cover,K. Dominguez,03/21/16,,
466,S16-CH-3009,Chassis - Mystery Bracket,U. Unknown,03/21/16,,
467,S16-CH-3010,Chassis - Air Compressor Plate,R. Carranza,03/21/16,,
468,C17-BL-4004," 1"" Thick Blender Finger Retention Shaft",S. Tefera,02/25/17,,
469,S17-CL-2004,????,U. Unknown,01/01/17,,Added false date..
470,C17-BO-3001,"Shooter - 1/8"" Spacer fo 1/4"" rod",K. Dominguez,02/19/17,,
471,C17-CH-2034,1 Inch Tube For Battery Holder,R. Rietveld,02/06/17,,
472,C17-GG-2007,1/2 Hex Shaft,D. Brandon,02/20/17,,
473,S17-CH-3002,"1/2 Hex Spacer, 1/16",R. Rietveld,01/27/17,,
474,S17-CH-3001,"1/2 Hex Spacer, 1/8",R. Rietveld,01/27/17,,
475,C17-CH-2011,1/2 Support Extrusion,J. Bassett,01/28/17,,
476,C17-CH-2012,"1/3 12"" Support Extrusion",J. Bassett,01/28/17,,
477,C17-CH-2013,"1/3 3"" Support Extrude",J. Bassett,01/28/17,,
478,C17-CH-2010,1/3 Support Extrusion,J. Bassett,01/28/17,,
479,C17-FT-2011,"1/4"" Polycarbinate Ring",D. Brandon,02/01/17,,
480,S17-SB-4013,"11 Inch Model Of Wheel, Probably Not Totally Accurate",B. Long,01/28/17,,
481,S17-CL-2011,19inch Climber Support Beam,R. Carranza,02/02/17,,
482,C17-FT-2008,1in Cylinder Spacer,D. Brandon,01/31/17,,
483,C17-BO-3002,Shooter - Hall Sensor Mount,J. Wu,02/20/17,,
484,S17-FT-1001,3.5x26.95 Fuel Tank Front Plate,B. Long,01/28/17,,
485,S17-FC-2002,30 inches bar,J. Bassett,01/16/17,,
486,C17-BO-3003,Spacer For Ball Shooter Turn Table,R. Rietveld,02/25/17,,
487,C17-ER-0001,Entire Robot - V1.0,K. Dominguez,01/28/17,,
488,C17-BL-4007,5 Spok E Straight Blender Thign,B. Long,02/27/17,,
489,S17-CH-2006,6 inch hex shaft ffor butterfly drive,R. Rietveld,01/16/17,,
490,C17-BO-6001,6 Inch Wheel,J. Bassett,01/26/17,,
491,C17-FT-2047,9th Fuel Tank Back Wall,S. Tefera,03/04/17,,
492,C17-FT-2046,9th Fuel Tank Ramp,S. Tefera,03/04/17,,
493,S17-SB-4006,A 126-tooth Gear To Test Ability And Use To Rotate Sb Shooter,B. Long,01/27/17,,
494,S17-SB-2004,A Shaft For The Shooter Discs,B. Long,02/09/17,,
495,S17-SB-6001,A sketch to test the shooter angle adjuster,B. Long,01/21/17,,
496,S17-SB-6004,A support for the ball loader ,B. Long,01/21/17,,
497,T17-AV-0001,Advanced Cad - Assy #1,K. Dominguez,05/29/17,,
498,T17-AV-9002,Advanced Cad - Assy #1 - Detail #1,K. Dominguez,05/29/17,,
499,T17-AV-9003,Advanced Cad - Assy #1 - Detail #2,K. Dominguez,05/29/17,,
500,T17-AV-9004,Advanced Cad - Assy #1 - Detail #3,K. Dominguez,05/29/17,,
501,T17-AV-9005,Advanced Cad - Assy #1 - Detail #4,K. Dominguez,05/29/17,,
502,T17-AV-9006,Advanced Cad - Assy #1 - Detail #5,K. Dominguez,05/29/17,,
503,T17-AV-9007,Advanced Cad - Assy #1 - Detail #6,K. Dominguez,05/29/17,,
504,T17-AV-9008,Advanced Cad - Assy #1 - Detail #7,K. Dominguez,05/29/17,,
505,T17-AV-0002,Advanced Cad - Assy #2,K. Dominguez,05/29/17,,
506,T17-AV-9009,Advanced Cad - Assy #2 - Detail #1,K. Dominguez,06/10/17,,
507,T17-AV-9010,Advanced Cad - Assy #2 - Detail #2,K. Dominguez,06/10/17,,
508,T17-AV-9011,Advanced Cad - Assy #2 - Detail #3,K. Dominguez,06/10/17,,
509,T17-AV-9012,Advanced Cad - Assy #2 - Detail #4,K. Dominguez,06/10/17,,
510,T17-AV-9013,Advanced Cad - Assy #2 - Detail #5,K. Dominguez,06/10/17,,
511,T17-AV-9014,Advanced Cad - Assy #2 - Detail #6,K. Dominguez,06/10/17,,
512,T17-AV-9015,Advanced Cad - Assy #2 - Detail #7,K. Dominguez,06/10/17,,
513,T17-AV-9016,Advanced Cad - Assy #2 - Detail #8,K. Dominguez,06/10/17,,
514,T17-AV-4003,Advanced Cad - Detail #4,K. Dominguez,06/03/17,,
515,T17-AV-4004,Advanced Cad - Detail #5,K. Dominguez,06/04/17,,
516,T17-AV-4005,Advanced Cad - Detail #6,K. Dominguez,06/11/17,,
517,T17-AV-4001,Advanced Cad - Detail Part #1,K. Dominguez,05/21/17,,
518,T17-AV-4002,Advanced Cad - Detail Part #2,K. Dominguez,05/21/17,,
519,T17-AV-9001,Advanced Cad - Detail Part #3,K. Dominguez,05/21/17,,
520,T17-AV-0003,Advanced Cad - Final Assy #1,K. Dominguez,06/18/17,,
521,T17-AV-9017,Advanced Cad - Final Assy #1 - Detail #1,K. Dominguez,06/18/17,,
522,T17-AV-9018,Advanced Cad - Final Assy #1 - Detail #2,K. Dominguez,06/18/17,,
523,T17-AV-9019,Advanced Cad - Final Assy #1 - Detail #3,K. Dominguez,06/18/17,,
524,T17-AV-9020,Advanced Cad - Final Assy #1 - Detail #4,K. Dominguez,06/18/17,,
525,T17-AV-0004,Advanced Cad - Final Assy #2,K. Dominguez,06/18/17,,
526,T17-AV-9021,Advanced Cad - Final Assy #2- Detail #1,K. Dominguez,06/18/17,,
527,T17-AV-9022,Advanced Cad - Final Assy #2- Detail #2,K. Dominguez,06/18/17,,
528,T17-AV-9023,Advanced Cad - Final Assy #2- Detail #3,K. Dominguez,06/18/17,,
529,T17-AV-9024,Advanced Cad - Final Assy #2- Detail #4,K. Dominguez,06/18/17,,
530,T17-AV-0006,Advanced Cad - Final Assy #3,K. Dominguez,06/18/17,,
531,T17-AV-9025,Advanced Cad - Final Assy #3 - Detail #1,K. Dominguez,06/19/17,,
532,T17-AV-9026,Advanced Cad - Final Assy #3 - Detail #2,K. Dominguez,06/19/17,,
533,T17-AV-9027,Advanced Cad - Final Assy #3 - Detail #3,K. Dominguez,06/19/17,,
534,T17-AV-9028,Advanced Cad - Final Assy #3 - Detail #4,K. Dominguez,06/19/17,,
535,T17-AV-9029,Advanced Cad - Final Assy #3 - Detail #5,K. Dominguez,06/19/17,,
536,T17-AV-9030,Advanced Cad - Final Assy #3 - Detail #6,K. Dominguez,06/19/17,,
537,T17-AV-9031,Advanced Cad - Final Assy #3 - Detail #7,K. Dominguez,06/19/17,,
538,T17-AV-0005,Advanced Cad - Final Assy #3 - Sub Assy #1,K. Dominguez,06/18/17,,
539,T17-AV-4006,Advanced Cad - Final Detail #1,K. Dominguez,06/16/17,,
540,T17-AV-4007,Advanced Cad - Final Detail #2,K. Dominguez,06/17/17,,
541,T17-AV-4008,Advanced Cad - Final Detail #3,K. Dominguez,06/17/17,,
542,C17-CH-0013,Air Tank & Mount Assy,K. Dominguez,02/08/17,,
543,S17-SB-0003,An asm containing the pillow bloc and motor,B. Long,01/19/17,,
544,C17-BO-0004,Another Version,D. Brandon,02/09/17,,
545,C17-FC-0001,Arm Design,D. Brandon,02/12/17,,
546,S17-SB-0010,Asembly With The New Rotate-y Stuff,B. Long,01/28/17,,
547,S17-SB-0008,assembly 2.0 of rotating shooter,B. Long,01/21/17,,
548,S17-CL-0006,Assembly For Climber,R. Carranza,02/02/17,,
549,C17-BO-0006,Assembly For Final Bot,D. Brandon,02/14/17,,
550,C17-FT-0004,Assembly Located Incorrectly,K. Dominguez,02/24/17,,
551,C17-GG-9001,Assembly Ofpneumatics,B. Long,02/20/17,,
552,C17-BO-4009,Attachment Block,D. Brandon,02/14/17,,
553,C17-CL-2004,Back Bar,D. Brandon,02/07/17,,
554,C17-GG-2013,Back Brace,D. Brandon,02/25/17,,
555,S17-GH-1001,Back of gear holder,S. Tefera,01/16/17,,
556,C17-FT-2009,Back Panel For Fuel Tank,J. Bassett,01/31/17,,
557,C17-CL-2005,Back Post,D. Brandon,02/08/17,,
558,S17-FC-2003,Ball Collector Tube 14 inches,J. Bassett,01/16/17,,
559,S17-FC-2004,Ball Collector Tube 21 inches,J. Bassett,01/16/17,,
560,C17-FT-2016,Ball Cutout Wall,J. Bassett,02/04/17,,
561,C17-FT-5003,Ball Deflector Finger Spacer,S. Tefera,01/31/17,,
562,S17-BO-2001,Ball Delivery Tube,S. Wang,01/17/17,,
563,C17-BO-1001,Ball Director,J. Bassett,01/26/17,,
564,S17-BO-0001,Ball intake tube,S. Wang,01/17/17,,
565,C17-BO-7002,Ball Path Though Shooter,D. Brandon,02/06/17,,
566,P16-BH-0001,Ball Shooter - Main Assy,R. Carranza,10/25/16,,
567,P16-BH-0003,Ball Shooter - Rod Mount Assy,R. Carranza,10/29/16,,
568,S17-BO-7003,Ball Shooter - Single - Revised Shooter Volume - Left,K. Dominguez,01/16/17,,
569,S17-BO-7004,Ball Shooter - Single - Revised Shooter Volume - Right,K. Dominguez,01/16/17,,
570,S17-SB-7001,Ball Shooter - Softball Volume,B. Long,01/14/17,,
571,P16-BH-1003,Ball Shooter - Window Mount Bracket,S. Tefera,10/29/16,,
572,C17-BO-0001,Ball Shooter Director,J. Bassett,01/26/17,,
573,C17-BO-0005,"Ball Shooter, Version 5",D. Brandon,02/14/17,,
574,S17-FC-2001,Bar Extrusion X,J. Bassett,01/16/17,,
575,C17-FT-4002,"Base Of Blender, Version 2",D. Brandon,02/01/17,,
576,S17-SL-1002,Base of shooter loader,S. Wang,01/16/17,,
577,P16-BH-4001,Base Plate,R. Carranza,10/25/16,,
578,S17-BO-1001,base plate,J. Bassett,01/19/17,,
579,C17-GG-4017,Base Plate Short V,B. Long,03/06/17,,
580,P16-MC-6002,Battery,B. Long,10/25/16,,
581,C17-CH-0010,Battery Holder Assembly,R. Rietveld,02/06/17,,
582,S17-SB-2001,Bearing and motor holder for motor assembly,B. Long,01/16/17,,
583,S17-BO-1004,Bearing Plate For Supporting Single Wheel,P. DeVries,01/25/17,,
584,C17-BL-2010,Bigger Blender,D. Brandon,02/15/17,,
585,C17-BL-0002,Bigger Blender,D. Brandon,02/15/17,,
586,C17-BL-4008,Blender - Deflector,K. Dominguez,03/03/17,,
587,C17-BL-5001,Blender - Deflector Mount,K. Dominguez,03/03/17,,
588,C17-BL-4009,Blender - Deflector Mount V2,D. Brandon,03/09/17,,
589,C17-BL-2022,Blender - Motor Shaft,R. Carranza,02/25/17,,
590,C17-BL-0004,Blender Assembly,S. Tefera,02/28/17,,
591,C17-FT-2020,"Blender Bottom, Version 3",D. Brandon,02/13/17,,
592,C17-FT-2021,"Blender Bottom, Version 4",D. Brandon,02/13/17,,
593,C17-BL-2024,Blender Cirle With Hext Hole In Middle,S. Tefera,02/28/17,,
594,C17-BL-4002,"Blender Finger Retention Shaft (1/2"")",S. Tefera,02/25/17,,
595,C17-BL-4003,Blender Guide Fin,R. Carranza,02/25/17,,
596,C17-FT-5002,Blender Top Ring,J. Bassett,01/31/17,,
597,C17-FT-2019,Blender Wall,D. Brandon,02/10/17,,
598,C17-BL-2003,Blender Wall,D. Brandon,02/14/17,,
599,C17-BL-0001,"Blender, V1",D. Brandon,02/14/17,,
600,C17-BL-2016,Blinder Fingers,D. Brandon,02/16/17,,
601,C17-FL-0001,"Blinder, Version 3",D. Brandon,02/07/17,,
602,C17-CL-2006,Block,D. Brandon,02/08/17,,
603,F17-CT-1001,Bot Cart - 4415 Stencil,H. Fieldhouse,03/07/17,,
604,C17-SL-2002,Bottom Cover,D. Fieldhouse,02/18/17,,
605,C17-FT-1001,Bottom Holder ,D. Brandon,01/31/17,,
606,C17-FT-2014,"Bottom Of Fuel Tank, Front Extension",D. Brandon,02/01/17,,
607,C17-FT-7002,Bottom Of Robot,D. Brandon,02/02/17,,
608,C17-BL-2004,Bottom Plate ,D. Brandon,02/14/17,,
609,C17-BO-4011,Bottom Plate For Final Bot,D. Brandon,02/14/17,,
610,C17-FT-2012,Bottom Plate In Fuel Tank On Side,D. Brandon,02/01/17,,
611,C17-FT-2005,Bottom Plate Of Fuel Tank,H. Fieldhouse,01/27/17,,
612,S17-SB-1004,Bottom plate of motor holding assembly,B. Long,01/16/17,,
613,C17-FL-2003,Bottom Wall,D. Fieldhouse,02/11/17,,
614,S17-GH-1002,bottom wall/block in gear holder,S. Tefera,01/16/17,,
615,C17-FT-1004,Bottom Wings Slide,S. Wang,03/03/17,,
616,C17-FT-2013,Brace For Motor,D. Brandon,02/01/17,,
617,C17-BO-1003,Bracket,D. Brandon,02/09/17,,
618,C17-GG-1001,Bracket,D. Brandon,02/19/17,,
619,C17-CH-2042,Bracket For Bumber ,S. Tefera,02/11/17,,
620,C17-GH-1011,Braket Holder For New Nuematic,S. Wang,02/08/17,,
621,C17-CH-0003,Bumper - Assy V1,D. Brandon,02/03/17,,
622,C17-CH-0004,Bumper - Assy V2,D. Brandon,02/03/17,,
623,C17-CH-2046,Bumper - Bumper Mount Pin,S. Tefera,02/16/17,,
624,C17-CH-0005,Bumper - Frame Assy,D. Brandon,02/03/17,,
625,C17-CH-5004,Bumper Panel,D. Brandon,02/21/17,,
626,C17-CH-5006,Bumper Panel - Front,D. Brandon,02/21/17,,
627,C17-CH-5005,Bumper Panel - Rear,D. Brandon,02/21/17,,
628,C17-CH-5003,Bumper Panel - Side,D. Brandon,02/21/17,,
629,C17-CH-2019,Bumper Part,D. Brandon,02/04/17,,
630,C17-CH-2020,Bumper Part,D. Brandon,02/04/17,,
631,C17-CH-2021,Bumper Part,D. Brandon,02/04/17,,
632,C17-CH-2022,Bumper Part,D. Brandon,02/04/17,,
633,C17-CH-2023,Bumper Part,D. Brandon,02/04/17,,
634,C17-CH-2024,Bumper Part,D. Brandon,02/04/17,,
635,C17-CH-2025,Bumper Part,D. Brandon,02/04/17,,
636,C17-CH-2026,Bumper Part,D. Brandon,02/04/17,,
637,C17-CH-2027,Bumper Part,D. Brandon,02/04/17,,
638,C17-CH-2028,Bumper Part,D. Brandon,02/04/17,,
639,C17-CH-2029,Bumper Part,D. Brandon,02/04/17,,
640,C17-CH-2030,Bumper Part,D. Brandon,02/04/17,,
641,C17-CH-2031,Bumper Part,D. Brandon,02/04/17,,
642,S17-SB-4019,Bushing For Turntable,B. Long,02/16/17,,
643,S17-CH-0003,Butterflies Wheels,H. Fieldhouse,01/16/17,,
644,C17-CH-0014,Butterfly Drive - Mirror Front,K. Dominguez,02/10/17,,
645,C17-ER-0002,Entire Robot Assy - Version 3,K. Dominguez,02/07/17,,
646,C17-ER-7001,Frame Perimeter,D. Brandon,02/08/17,,
647,C17-GG-0010,Camera Mount Asm,B. Long,03/04/17,,
648,C17-ER-0004,Version At End Of Week 5,D. Brandon,02/09/17,,
649,C17-ER-0003,"Version, At week 5.",D. Brandon,02/09/17,,
650,F17-CT-2001,Cart Part 1,P. DeVries,02/25/17,,
651,C17-CH-2001,Chassis - Base Plate,K. Dominguez,01/23/17,,
652,S17-CH-2005,Chassis - Base Plate (Short Bot),K. Dominguez,01/14/17,,
653,S17-CH-2015,Chassis - Battery Compartment Vertical Member,K. Dominguez,01/24/17,,
654,S17-CH-1001,Chassis - Battery Mount Back Plate,K. Dominguez,01/24/17,,
655,C17-CH-1001,Chassis - Battery Mount Back Plate,K. Dominguez,01/28/17,,
656,C17-CH-2006,Chassis - Battery Mount Frame Long,K. Dominguez,01/23/17,,
657,S17-CH-2009,Chassis - Battery Mount Frame Long,K. Dominguez,01/24/17,,
658,C17-CH-2007,Chassis - Battery Mount Frame Short,K. Dominguez,01/23/17,,
659,S17-CH-2010,Chassis - Battery Mount Frame Short,K. Dominguez,01/24/17,,
660,C17-CH-2008,Chassis - Battery Mount Frame Top,K. Dominguez,01/23/17,,
661,S17-CH-2011,Chassis - Battery Mount Frame Top,K. Dominguez,01/24/17,,
662,C17-CH-2005,Chassis - Battery Mount Member,K. Dominguez,01/23/17,,
663,S17-CH-2008,Chassis - Battery Mount Member,K. Dominguez,01/24/17,,
664,C17-CH-2009,Chassis - Battery Mount Post,K. Dominguez,01/28/17,,
665,C17-CH-2035,Chassis - Bumper Self,K. Dominguez,02/08/17,,
666,C17-CH-0002,Chassis - Butterfly Assy,K. Dominguez,01/23/17,,
667,C17-CH-2045,Chassis - Butterfly Bridge (similar To -2018),K. Dominguez,02/13/17,,
668,C17-CH-2003,Chassis - Butterfly Drive Shaft - Long,K. Dominguez,01/23/17,,
669,C17-CH-2004,Chassis - Butterfly Drive Shaft - Short,K. Dominguez,01/23/17,,
670,C17-CH-2018,Chassis - Butterfly Drive Support Bracket,R. Rietveld,01/30/17,,
671,S17-CH-7007,Chassis - Butterfly Drive Volume,S. Wang,01/14/16,,
672,C17-CH-2038,Chassis - Climber Brace Member,K. Dominguez,02/10/17,,
673,C17-CH-2044,Chassis - Climber Mount Arm W/cut,K. Dominguez,02/11/17,,
674,C17-CH-2040,Chassis - Climber Tie In Bar,K. Dominguez,02/11/17,,
675,C17-CH-0001,Chassis - Competition Bot Design,K. Dominguez,01/23/17,,
676,S17-ER-0002,Chassis - Dual Top Shooter Design,K. Dominguez,01/14/17,,
677,S17-CH-2013,Chassis - Electronics Mounting Plate Member Long,K. Dominguez,01/24/17,,
678,S17-CH-2014,Chassis - Electronics Mounting Plate Member Short,K. Dominguez,01/24/17,,
679,C17-CH-2002,Chassis - Frame - Long Member,K. Dominguez,01/23/17,,
680,C17-CH-1003,Chassis - Frame Compression Bridge,K. Dominguez,02/11/17,,
681,C17-CH-2017,Chassis - Frame Short Side Member,K. Dominguez,01/30/17,,
682,C17-CH-2036,Chassis - Front Upper Bar,R. Rietveld,02/10/17,,
683,C17-CH-2041,Chassis - Fuel Tank Mount Member,K. Dominguez,02/11/17,,
684,C17-CH-2049,Chassis - Fuel Tank Stachion - Tube,K. Dominguez,02/18/17,,
685,C17-CH-4005,"Chassis - Fuel Tank Stanchion Plug, Bottom",K. Dominguez,02/16/17,,
